hotel.id: Descending,includes_weekend: Descending,is_cardless: Descending,is_prepaid: Descending,checkin_date: Descending,nights: Descending,number_of_rooms: Descending,hotel.stars: Descending,hotel.type.keyword: Descending,customer.country_code.keyword: Descending,hotel.country_en.keyword: Descending,hotel.city_en.keyword: Descending,customer.platform.keyword: Descending,created_at per day,cancelled: Descending
44180,1,0,0,"August 18, 2017",1,1,4,Hotel,SA,United Arab Emirates,Abu Dhabi,iPhoneApp,"August 14, 2017",0
988828,0,0,0,"June 7, 2017",2,1,0,Apart Hotel,SA,Turkey,Istanbul,iPhoneApp,"June 5, 2017",1
624316,0,0,0,"July 10, 2017",1,1,3,Hotel,SA,Turkey,Istanbul,AndroidApp,"July 10, 2017",1
534296,1,0,0,"December 22, 2017",1,1,4,Apart Hotel,KW,Kuwait,Salmiyah,AndroidApp,"December 18, 2017",0
16406,0,0,0,"August 30, 2017",1,1,4,Apart Hotel,SA,Kuwait,Salmiyah,Chrome,"August 28, 2017",0
11492,0,0,0,"March 30, 2017",1,1,4,Villa,IL,Palestine,Jericho,iPhoneApp,"March 26, 2017",0
474412,1,0,0,"February 19, 2017",7,1,3,Hotel,PS,Germany,Berlin,Chrome,"January 23, 2017",0
19424,0,0,0,"June 11, 2017",1,1,5,Hotel,SA,Bahrain,Manama,Chrome,"June 5, 2017",0
470498,1,0,0,"October 10, 2017",5,1,4,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"September 18, 2017",1
1061488,1,0,0,"August 14, 2017",10,1,0,Apart Hotel,TR,Turkey,Istanbul,Chrome,"August 14, 2017",0
16414,0,0,0,"March 6, 2017",3,1,5,Hotel,SA,United Arab Emirates,Jebel Ali,AndroidApp,"March 6, 2017",0
744392,0,1,0,"December 26, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"December 25, 2017",0
822620,1,1,0,"August 31, 2017",8,1,0,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"August 21, 2017",1
16056,0,0,0,"May 28, 2017",1,1,4,Apart Hotel,KW,Saudi Arabia,Hafr Albatin,Chrome,"May 22, 2017",0
822764,0,1,0,"March 13, 2017",1,1,2,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"March 6, 2017",0
289422,0,0,1,"March 13, 2017",1,1,3,Hotel,DZ,Algeria,Algiers,Chrome,"March 6, 2017",1
15906,1,0,0,"March 28, 2017",4,2,3,Hotel,SA,Kuwait,Kuwait City,AndroidApp,"March 20, 2017",0
822672,1,0,0,"April 11, 2017",7,2,0,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"April 10, 2017",0
744520,0,0,0,"June 28, 2017",2,1,5,Hotel,SA,Jordan,Amman,iPhoneApp,"June 26, 2017",0
1060472,1,0,0,"June 21, 2017",9,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"May 22, 2017",0
389446,0,0,0,"October 8, 2017",5,1,4,Hotel,PS,Turkey,Istanbul,AndroidApp,"October 2, 2017",0
16182,1,0,0,"May 19, 2017",4,1,5,Hotel,PS,Jordan,Dead Sea,iPhoneApp,"May 1, 2017",1
357356,0,0,1,"May 9, 2017",3,1,4,Hotel,KW,Germany,Garmisch-Partenkirchen,iPhoneApp,"April 24, 2017",0
537730,1,0,0,"September 7, 2017",11,1,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"April 24, 2017",1
412046,1,0,0,"April 1, 2017",2,2,4,Apart Hotel,SA,United Arab Emirates,Abu Dhabi,Chrome,"March 26, 2017",1
30666,1,0,0,"January 28, 2017",5,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"January 23, 2017",0
744476,0,1,0,"November 1, 2017",1,1,4,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"October 30, 2017",1
822672,0,0,0,"April 10, 2017",3,1,0,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"April 10, 2017",0
14642,0,0,0,"January 24, 2017",2,1,5,Hotel Resort,IL,Jordan,Dead Sea,Chrome,"January 23, 2017",0
42302,1,0,0,"January 27, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"January 23, 2017",0
744392,1,1,0,"December 8, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,AndroidApp,"November 27, 2017",1
16166,0,0,0,"September 10, 2017",1,1,4,Hotel Resort,SA,Bahrain,Manama,iPhoneApp,"September 4, 2017",0
1086046,1,0,0,"December 15, 2017",2,1,4,Hotel Resort,BH,Bahrain,Manama,Chrome,"September 25, 2017",1
14662,0,0,0,"February 21, 2017",3,1,3,Apart Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"February 20, 2017",1
30946,0,1,0,"January 26, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 23, 2017",0
27706,0,0,0,"July 31, 2017",1,1,0,Hotel,PS,Jordan,Amman,Chrome,"July 31, 2017",0
979994,0,1,0,"May 14, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,iPhoneApp,"May 8, 2017",0
1006488,1,0,0,"June 17, 2017",1,1,2,Apart Hotel,BG,Saudi Arabia,Al Baha,AndroidOS,"June 12, 2017",0
56710,1,1,0,"February 15, 2017",4,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"February 6, 2017",0
437932,1,0,0,"February 4, 2017",8,1,0,Residence,MA,France,Toulouse,AndroidOS,"January 23, 2017",1
256836,0,0,0,"December 25, 2017",3,1,2,Motel,US,United States,Houston,iPhoneApp,"December 25, 2017",0
30946,0,1,0,"April 2, 2017",1,1,4,Hotel,BH,Saudi Arabia,Makkah (Mecca),iPhoneApp,"March 26, 2017",0
56710,1,1,0,"April 20, 2017",2,2,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"April 17, 2017",0
575772,0,0,0,"December 12, 2017",1,2,3,Hotel,SA,United Arab Emirates,Sharjah,iPhoneApp,"December 11, 2017",0
30970,0,1,0,"November 1, 2017",1,2,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"October 23, 2017",1
15138,1,0,0,"February 4, 2017",2,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"January 30, 2017",0
571574,1,0,0,"May 4, 2017",7,1,4,Hotel,EG,Egypt,Dahab,AndroidApp,"March 26, 2017",1
379772,1,0,0,"May 3, 2017",4,1,4,Hotel,SA,Turkey,Istanbul,AndroidApp,"May 1, 2017",0
20168,1,0,0,"July 1, 2017",1,1,3,Apart Hotel,SA,Bahrain,Manama,AndroidApp,"June 26, 2017",0
31718,0,0,0,"February 1, 2017",2,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 23, 2017",0
507002,0,0,0,"October 12, 2017",1,1,0,Hotel,KW,Turkey,Sile,iPhoneApp,"October 9, 2017",0
14516,0,0,0,"April 6, 2017",1,2,3,Hotel,PS,Jordan,Amman,Chrome,"April 3, 2017",0
57904,0,0,0,"March 29, 2017",2,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,Chrome,"March 26, 2017",0
11176,1,0,0,"June 21, 2017",9,1,4,Hotel,EG,Jordan,Amman,Chrome,"June 19, 2017",0
402050,0,0,0,"October 10, 2017",1,1,3,Hotel,AE,United Arab Emirates,Abu Dhabi,AndroidApp,"October 9, 2017",0
822672,1,1,0,"January 27, 2017",4,1,0,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"January 2, 2017",0
326070,1,0,0,"March 31, 2017",2,1,0,Apart Hotel,AE,United Arab Emirates,Dubai,Chrome,"March 26, 2017",0
671856,0,0,0,"January 31, 2017",2,2,3,Apart Hotel,OM,United Arab Emirates,Sharjah,AndroidApp,"January 23, 2017",1
20706,0,0,0,"January 30, 2017",1,4,4,Hotel,KW,Turkey,Istanbul,Chrome,"January 2, 2017",0
822806,1,0,0,"June 28, 2017",3,1,4,Apart Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"June 26, 2017",0
744392,0,1,0,"August 16, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"August 14, 2017",1
40548,0,0,0,"May 31, 2017",1,1,4,Hotel,IQ,Turkey,Ankara,AndroidApp,"May 29, 2017",0
14964,1,0,0,"December 14, 2017",3,1,5,Hotel,QA,Qatar,Doha,iPhoneApp,"December 11, 2017",0
311320,0,0,1,"August 6, 2017",1,1,4,Apart Hotel,TH,Thailand,Bangkok,AndroidApp,"July 31, 2017",0
17986,0,0,0,"April 2, 2017",3,1,3,Hotel,SA,Qatar,Doha,AndroidApp,"March 26, 2017",0
24112,1,0,0,"March 11, 2017",2,1,3,Hotel,SA,United Arab Emirates,Sharjah,Chrome,"March 6, 2017",0
272880,1,0,1,"October 27, 2017",4,1,2,Hotel,PS,Cyprus,Nicosia,Chrome,"October 9, 2017",0
743606,0,0,0,"January 19, 2017",1,1,4,Others,AE,United Arab Emirates,Dubai,AndroidOS,"January 9, 2017",1
213678,1,0,1,"December 6, 2017",8,1,4,Hotel,SA,Indonesia,Jakarta,AndroidApp,"December 4, 2017",0
26088,0,0,0,"November 21, 2017",3,2,4,Hotel,SA,United Arab Emirates,Dubai,iOS,"November 20, 2017",0
291882,1,0,0,"March 30, 2017",5,1,4,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"March 26, 2017",1
1008242,1,0,1,"September 1, 2017",1,1,2,Hostel/BackPacker Accommodation,PS,Thailand,Bangkok,Chrome,"August 28, 2017",1
44948,1,0,0,"June 3, 2017",1,1,3,Villa,SA,Saudi Arabia,Jeddah,AndroidApp,"May 29, 2017",0
14662,0,0,0,"October 4, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Dammam,iOS,"October 2, 2017",0
1086134,0,0,0,"October 25, 2017",1,1,0,Hotel,SA,Saudi Arabia,Riyadh,iOS,"October 23, 2017",1
15056,0,0,1,"June 26, 2017",2,1,5,Hotel Resort,AE,Oman,Muscat,AndroidApp,"June 19, 2017",0
809054,1,0,0,"January 12, 2017",4,1,0,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"January 9, 2017",0
744466,0,0,0,"August 13, 2017",1,1,0,Suite,SA,Saudi Arabia,Jeddah,Chrome,"August 7, 2017",0
779580,0,0,0,"January 30, 2017",3,1,4,Others,SA,United Arab Emirates,Dubai,AndroidApp,"January 9, 2017",0
24668,1,0,0,"September 8, 2017",1,1,4,Hotel,OM,United Arab Emirates,Dubai,AndroidApp,"September 4, 2017",0
24668,1,0,0,"April 10, 2017",10,2,4,Hotel,DE,United Arab Emirates,Dubai,Firefox,"February 20, 2017",1
338036,1,0,1,"December 1, 2017",3,1,4,Hotel,PS,Turkey,Istanbul,AndroidApp,"November 27, 2017",0
45460,1,0,0,"February 23, 2017",2,1,4,Hotel,SA,Kuwait,Kuwait City,iPhoneApp,"February 20, 2017",0
339506,1,0,1,"March 16, 2017",6,1,3,Hotel,US,Malaysia,Kuala Lumpur,Firefox,"March 13, 2017",1
23670,0,0,0,"April 13, 2017",1,1,4,Hotel,SA,Saudi Arabia,Riyadh,Chrome,"April 10, 2017",0
41974,1,0,0,"December 3, 2017",12,1,4,Hotel,QA,Turkey,Istanbul,iPhoneApp,"November 27, 2017",0
624316,1,0,0,"April 23, 2017",8,1,3,Hotel,JO,Turkey,Istanbul,Firefox,"April 17, 2017",0
1086352,0,0,0,"December 20, 2017",1,1,3,Apart Hotel,PS,Jordan,Amman,AndroidApp,"December 11, 2017",1
248694,0,0,0,"January 29, 2017",4,2,4,Hotel,QA,United Arab Emirates,Dubai,iPhoneApp,"January 23, 2017",1
43406,1,0,0,"January 28, 2017",1,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 23, 2017",0
14252,1,0,0,"April 27, 2017",3,1,5,Hotel,AE,Egypt,Cairo,iPhoneApp,"April 24, 2017",1
25900,0,0,0,"April 2, 2017",3,3,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"March 26, 2017",0
55340,0,1,0,"February 1, 2017",1,1,5,Hotel,SA,Qatar,Doha,iPhoneApp,"January 23, 2017",1
21026,0,1,0,"July 5, 2017",1,1,4,Hotel,QA,Qatar,Doha,iPhoneApp,"July 3, 2017",0
1086476,0,0,0,"December 28, 2017",1,1,0,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"December 25, 2017",0
31594,0,0,0,"April 3, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,AndroidApp,"April 3, 2017",0
23568,1,0,0,"July 26, 2017",3,1,5,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"July 24, 2017",0
18216,1,0,0,"February 3, 2017",2,1,3,Apart Hotel,AE,United Arab Emirates,Dubai,iPhoneApp,"January 30, 2017",0
252134,1,0,0,"August 7, 2017",5,1,5,Hotel,QA,United Kingdom,Glasgow,iPhoneApp,"July 31, 2017",0
27686,1,1,0,"June 24, 2017",1,1,3,Hotel,JO,Jordan,Amman,AndroidApp,"June 19, 2017",0
15132,1,0,1,"June 30, 2017",1,1,5,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"June 19, 2017",0
817466,1,1,0,"February 2, 2017",7,1,4,Apartment,IQ,Jordan,Amman,Chrome,"January 16, 2017",0
744458,0,0,0,"March 27, 2017",4,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"March 20, 2017",0
30380,0,0,0,"April 4, 2017",2,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"March 26, 2017",0
673610,0,0,0,"August 1, 2017",3,1,3,Hotel,SA,Saudi Arabia,Dammam,iPhoneApp,"July 31, 2017",1
769520,1,0,0,"July 28, 2017",4,1,0,Others,SA,Turkey,Istanbul,iPhoneApp,"July 17, 2017",0
822672,1,1,0,"March 31, 2017",8,1,0,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"February 6, 2017",1
18240,1,0,0,"January 27, 2017",2,2,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"January 23, 2017",1
45460,0,0,0,"February 8, 2017",1,1,4,Hotel,SA,Kuwait,Kuwait City,AndroidApp,"February 6, 2017",0
743256,1,0,0,"February 3, 2017",5,1,4,Hotel,US,United Arab Emirates,Dubai,iPhoneApp,"January 9, 2017",0
213650,1,0,1,"August 26, 2017",1,1,4,Hotel,PS,Italy,Venice,Firefox,"July 17, 2017",0
14850,0,0,0,"December 24, 2017",2,2,4,Hotel,JO,Jordan,Aqaba,Chrome,"December 18, 2017",0
666466,1,0,1,"March 3, 2017",2,1,5,Hotel,TR,Turkey,Istanbul,Chrome,"February 20, 2017",0
279406,1,0,1,"September 1, 2017",3,1,3,Hotel,SA,Philippines,Makati,iPhoneApp,"August 14, 2017",0
822458,0,1,0,"April 2, 2017",4,1,0,Hotel,SA,Saudi Arabia,Madinah,Chrome,"March 26, 2017",1
455996,1,0,1,"April 6, 2017",5,1,4,Hotel,IL,France,Paris,iPhoneApp,"February 20, 2017",0
21026,1,1,0,"October 4, 2017",4,1,4,Hotel,PK,Qatar,Doha,Chrome,"October 2, 2017",0
31356,0,0,0,"March 23, 2017",1,2,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"March 20, 2017",0
24376,1,0,0,"July 8, 2017",5,1,4,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"July 3, 2017",0
31742,1,1,0,"March 31, 2017",3,1,4,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"March 26, 2017",1
23938,1,0,0,"August 31, 2017",2,1,3,Hotel,SA,Kuwait,Salmiyah,AndroidApp,"August 28, 2017",0
418126,1,0,0,"January 28, 2017",2,1,3,Hotel,ID,Indonesia,Jakarta,iPhoneApp,"January 23, 2017",0
309982,1,0,0,"August 24, 2017",10,1,3,Apart Hotel,AE,Malaysia,Kuala Lumpur,AndroidApp,"June 5, 2017",0
1060834,0,0,0,"July 24, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"July 24, 2017",1
24838,1,0,0,"May 11, 2017",2,1,4,Apart Hotel,BH,United Arab Emirates,Dubai,iPhoneApp,"May 8, 2017",0
999484,0,0,0,"September 27, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"September 25, 2017",0
234524,1,0,0,"December 28, 2017",9,1,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"December 11, 2017",1
979994,1,1,0,"December 28, 2017",2,1,0,Apartment,SA,Saudi Arabia,Jeddah,AndroidApp,"December 25, 2017",0
15138,1,0,1,"October 3, 2017",4,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"September 25, 2017",0
15310,1,0,1,"September 23, 2017",1,1,5,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"September 18, 2017",0
874314,0,1,0,"August 14, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iOS,"August 7, 2017",0
18762,1,0,1,"November 10, 2017",1,1,5,Hotel,KW,Lebanon,Beirut,AndroidApp,"November 6, 2017",0
12352,0,0,0,"October 15, 2017",1,1,5,Hotel,JO,Jordan,Amman,iPhoneApp,"October 9, 2017",0
24570,1,0,1,"March 26, 2017",6,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"March 20, 2017",0
56884,0,0,0,"January 25, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"January 23, 2017",1
15134,1,0,0,"March 4, 2017",2,1,5,Hotel,KW,Saudi Arabia,Makkah (Mecca),AndroidApp,"February 20, 2017",0
31722,0,0,0,"June 8, 2017",1,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 5, 2017",1
1051422,0,0,0,"June 7, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Dammam,iPhoneApp,"June 5, 2017",1
402050,0,0,0,"March 8, 2017",1,1,3,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"March 6, 2017",0
339506,0,0,0,"June 21, 2017",1,3,3,Hotel,SA,Malaysia,Kuala Lumpur,AndroidApp,"June 19, 2017",1
15856,0,0,0,"January 16, 2017",1,1,4,Hotel Resort,SA,Saudi Arabia,Al Khobar,Chrome,"January 16, 2017",0
277768,0,0,1,"February 6, 2017",2,1,5,Hotel,MA,Morocco,Marrakech,Firefox,"January 30, 2017",1
200950,1,0,0,"January 15, 2017",8,1,5,Hotel,JO,Netherlands,Amsterdam,iPhoneApp,"January 2, 2017",1
22652,0,0,0,"February 19, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"February 13, 2017",0
822866,1,0,0,"March 30, 2017",9,2,0,Apartment,AE,Kuwait,Kuwait City,Chrome,"February 27, 2017",1
17128,0,0,0,"April 26, 2017",2,1,4,Hotel,SA,Bahrain,Manama,Chrome,"April 24, 2017",0
815030,1,1,0,"August 11, 2017",1,2,4,Apart Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"August 7, 2017",1
704958,0,0,0,"October 22, 2017",3,1,0,Others,PS,France,Paris,Chrome,"October 2, 2017",1
699146,1,0,0,"March 15, 2017",4,1,3,Hotel,SA,United Arab Emirates,Dubai,iOS,"March 6, 2017",1
718306,1,0,0,"July 22, 2017",5,2,2,Others,EG,Egypt,Alexandria,iPhoneApp,"July 17, 2017",0
30810,1,0,1,"November 23, 2017",2,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"November 20, 2017",0
744458,0,0,0,"May 4, 2017",1,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"April 3, 2017",0
822992,1,0,0,"November 9, 2017",2,2,0,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"November 6, 2017",0
390050,1,0,1,"August 5, 2017",2,1,1,Hotel,SA,United States,Miami,iPhoneApp,"July 31, 2017",0
1074854,1,0,0,"August 5, 2017",5,1,3,Apart Hotel,AE,Oman,Seeb,iPhoneApp,"July 10, 2017",0
667308,0,0,0,"August 7, 2017",2,2,4,Hotel,AE,Azerbaijan,Baku,iPhoneApp,"August 7, 2017",0
759658,1,0,0,"March 10, 2017",6,1,4,Others,SA,United Arab Emirates,Dubai,Chrome,"February 27, 2017",0
30650,0,0,0,"June 26, 2017",2,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"June 19, 2017",0
17148,1,0,0,"November 16, 2017",2,1,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"November 13, 2017",0
683722,0,0,0,"May 9, 2017",2,1,3,Others,SA,United Arab Emirates,Dubai,iPhoneApp,"May 1, 2017",0
327120,1,0,1,"April 4, 2017",4,1,5,Hotel,SA,Qatar,Doha,AndroidOS,"March 26, 2017",1
405124,1,0,0,"September 15, 2017",2,1,4,All Inclusive,EG,Egypt,Hurghada,AndroidApp,"September 11, 2017",0
874278,0,1,0,"May 4, 2017",1,1,0,Suite,SA,Saudi Arabia,Jeddah,Chrome,"May 1, 2017",0
25816,1,0,0,"September 13, 2017",3,2,3,Hotel,SA,United Arab Emirates,Dubai,iOS,"September 11, 2017",0
807056,0,0,0,"January 5, 2017",1,1,3,Others,SA,Saudi Arabia,Madinah,iPhoneApp,"December 26, 2016",0
12206,1,0,0,"July 21, 2017",3,1,5,Hotel,AE,Jordan,Amman,Chrome,"July 17, 2017",0
32960,1,0,0,"May 20, 2017",1,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,AndroidApp,"May 15, 2017",0
42356,1,0,0,"May 6, 2017",4,1,4,Hotel,SA,Saudi Arabia,Madinah,Chrome,"April 24, 2017",0
22988,0,0,0,"May 15, 2017",1,1,3,Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"April 17, 2017",0
264806,1,0,1,"September 7, 2017",2,1,5,Hotel,SA,Turkey,Istanbul,AndroidApp,"September 4, 2017",0
28560,0,1,0,"May 23, 2017",2,1,2,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"May 22, 2017",1
776676,1,0,0,"March 30, 2017",4,1,3,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"March 26, 2017",0
19502,1,0,0,"September 2, 2017",3,1,3,Hotel,SA,Saudi Arabia,Al Khobar,Chrome,"August 28, 2017",0
822722,1,1,0,"April 6, 2017",2,1,2,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"April 3, 2017",0
315806,1,0,0,"November 24, 2017",1,1,1,Hotel,SA,United Arab Emirates,Dubai,Chrome,"November 20, 2017",1
787758,1,0,0,"August 2, 2017",3,1,0,Others,JO,Turkey,Istanbul,AndroidApp,"July 17, 2017",0
16076,0,0,0,"June 28, 2017",2,1,5,Hotel,AE,United Arab Emirates,Dibba,Chrome,"June 26, 2017",0
16026,1,0,1,"September 1, 2017",2,1,4,Hotel,SA,Saudi Arabia,Yanbu,iPhoneApp,"August 21, 2017",0
30136,0,0,0,"December 24, 2017",2,4,3,Hotel,IL,Palestine,Bethlehem,Chrome,"October 23, 2017",1
379570,0,0,0,"September 11, 2017",2,1,4,Residence,KW,France,Courbevoie,iPhoneApp,"September 4, 2017",0
17144,0,1,0,"August 24, 2017",1,1,3,Hotel,SA,Bahrain,Manama,iPhoneApp,"August 21, 2017",0
32778,0,1,0,"March 2, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"February 27, 2017",0
25986,0,0,0,"July 13, 2017",1,1,5,Palace,AE,United Arab Emirates,Ajman,AndroidApp,"July 10, 2017",0
744392,0,1,0,"August 30, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"August 7, 2017",0
23538,0,0,1,"August 15, 2017",1,1,4,Hotel,AE,United Arab Emirates,Dubai,iPhoneApp,"August 7, 2017",0
464762,1,0,0,"January 9, 2017",6,1,4,Hotel,MA,Spain,Madrid,Chrome,"January 2, 2017",1
19484,0,1,0,"July 31, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"July 31, 2017",1
240836,1,0,0,"July 14, 2017",2,1,5,Hotel,LY,Turkey,Istanbul,iPhoneApp,"July 10, 2017",0
24918,0,0,1,"August 30, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"August 28, 2017",0
221152,1,0,0,"August 15, 2017",5,3,0,Hotel,PS,Turkey,Istanbul,Chrome,"August 7, 2017",0
476094,1,0,0,"March 29, 2017",3,1,4,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"March 20, 2017",0
315910,1,0,0,"February 6, 2017",6,1,1,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"January 30, 2017",0
30810,1,0,1,"October 6, 2017",1,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"October 2, 2017",0
460622,0,0,0,"July 17, 2017",2,2,5,Hotel Resort,SA,Egypt,Taba,Chrome,"June 19, 2017",1
233616,1,0,0,"November 16, 2017",14,1,4,Hotel,LY,Spain,Madrid,Chrome,"November 6, 2017",0
14504,0,0,0,"March 12, 2017",3,1,4,Hotel,IL,Jordan,Amman,Chrome,"March 6, 2017",0
15150,0,0,1,"February 7, 2017",2,1,5,Hotel,JO,Saudi Arabia,Makkah (Mecca),AndroidApp,"February 6, 2017",0
45304,0,0,0,"August 7, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"July 31, 2017",1
1086254,1,0,0,"December 29, 2017",3,1,5,Hotel Resort,SA,Bahrain,Manama,IE,"December 11, 2017",0
321556,1,0,0,"September 16, 2017",1,1,4,Hotel,SA,United Kingdom,West Drayton,iPhoneApp,"June 12, 2017",1
30504,0,0,0,"March 14, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"March 13, 2017",0
714388,0,1,0,"February 19, 2017",1,1,4,Hotel,PS,Jordan,Amman,iPhoneApp,"February 13, 2017",0
12352,0,0,0,"August 3, 2017",1,1,5,Hotel,JO,Jordan,Amman,iPhoneApp,"July 31, 2017",0
32392,0,0,0,"June 18, 2017",1,1,4,Hotel,SA,Saudi Arabia,Riyadh,AndroidApp,"June 12, 2017",0
15912,0,0,0,"August 29, 2017",3,3,3,Hotel,SA,Kuwait,Kuwait City,iPhoneApp,"August 28, 2017",1
56710,0,1,0,"April 16, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"April 10, 2017",0
250800,0,0,0,"January 15, 2017",2,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 2, 2017",1
470498,1,1,0,"June 16, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,AndroidApp,"June 12, 2017",0
707386,1,0,0,"December 8, 2017",2,1,5,Others,QA,Qatar,Doha,iPhoneApp,"November 20, 2017",0
744498,0,1,0,"April 4, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"April 3, 2017",0
1007740,1,0,1,"May 27, 2017",1,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"May 22, 2017",0
466320,1,0,0,"October 12, 2017",4,2,5,Hotel,AE,Hungary,Budapest,iPhoneApp,"September 4, 2017",1
500778,1,0,0,"August 30, 2017",5,2,3,Hotel,IL,United Kingdom,London,iPhoneApp,"July 31, 2017",1
267158,1,0,0,"September 2, 2017",2,1,0,Hotel,TR,Turkey,Istanbul,iPhoneApp,"August 28, 2017",0
23776,0,0,0,"July 9, 2017",1,1,3,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"July 3, 2017",0
18762,1,0,1,"August 31, 2017",3,1,5,Hotel,JO,Lebanon,Beirut,iPhoneApp,"August 14, 2017",0
15922,0,0,0,"June 27, 2017",1,1,3,Hotel,SA,Kuwait,Salmiyah,iPhoneApp,"June 12, 2017",0
